,Player,Points,Games
3431,Sleepy Floyd,825.1176470588235,82.0
3432,Slick Leonard*,600.5714285714286,73.0
3433,Slick Watts,553.875,82.0
3434,Sly Williams,475.2857142857143,68.0
3435,Smush Parker,298.0,82.0
3436,Solomon Alabi,19.5,14.0
3437,Solomon Hill,396.25,82.0
3438,Solomon Jones,90.6,63.0
3439,Sonny Dove,87.0,29.0
3440,Sonny Hertzberg,664.0,68.0
3441,Sonny Parker,745.1666666666666,82.0
3442,Sonny Weems,216.0,69.0
3443,Soumaila Samake,34.0,34.0
3444,Speedy Claxton,423.1111111111111,71.0
3445,Spencer Dinwiddie,211.66666666666666,59.0
3446,Spencer Hawes,523.0,82.0
3447,Spencer Haywood*,1143.7857142857142,78.0
3448,Spud Webb,615.4285714285714,82.0
3449,Stacey Arceneaux,50.0,7.0
3450,Stacey Augmon,486.4117647058824,82.0
3451,Stacey King,269.0,82.0
3452,Stan Brown,54.0,15.0
3453,Stan Kimbrough,10.5,10.0
3454,Stan Love,387.5,74.0
3455,Stan McKenzie,411.6666666666667,82.0
3456,Stan Miasek,460.2,68.0
3457,Stan Patrick,214.0,53.0
3458,Stan Pietkiewicz,104.0,50.0
3459,Stan Washington,0.0,1.0
3460,Stanislav Medvedenko,198.57142857142858,71.0
3461,Stanley Brundy,37.0,16.0
3462,Stanley Jackson,38.0,17.0
3463,Stanley Johnson,466.0,77.0
3464,Stanley Roberts,319.375,77.0
3465,Stefano Rusconi,8.0,7.0
3466,Steffond Johnson,74.0,29.0
3467,Stephane Lasme,55.333333333333336,16.0
3468,Stephen Curry,1636.0,80.0
3469,Stephen Graham,113.77777777777777,70.0
3470,Stephen Howard,85.33333333333333,49.0
3471,Stephen Jackson,813.25,81.0
3472,Stephen Thompson,20.666666666666668,19.0
3473,Stephen Zimmerman,23.0,19.0
3474,Stephon Marbury,1116.4705882352941,82.0
3475,Steve Alford,185.0,66.0
3476,Steve Bardo,24.333333333333332,23.0
3477,Steve Blake,376.5263157894737,82.0
3478,Steve Bracey,380.3333333333333,75.0
3479,Steve Bucknall,23.0,18.0
3480,Steve Burtt,146.0,47.0
3481,Steve Colter,352.25,81.0
3482,Steve Courtin,101.0,24.0
3483,Steve Downing,32.0,24.0
3484,Steve Francis,1041.0,81.0
3485,Steve Goodrich,12.0,12.0
3486,Steve Green,235.0,70.0
3487,Steve Hamer,76.0,35.0
3488,Steve Hamilton,184.0,67.0
3489,Steve Harris,282.14285714285717,74.0
3490,Steve Hawes,475.2142857142857,82.0
3491,Steve Hayes,97.85714285714286,65.0
3492,Steve Henson,105.57142857142857,68.0
3493,Steve Johnson,587.9285714285714,81.0
3494,Steve Jones,414.0,64.0
3495,Steve Kerr,327.70588235294116,82.0
3496,Steve Kuberski,314.09090909090907,82.0
3497,Steve Lingenfelter,5.0,7.0
3498,Steve Malovic,40.0,39.0
3499,Steve Mix,580.3333333333334,82.0
3500,Steve Nash,965.9444444444445,82.0
3501,Steve Novak,139.2941176470588,81.0
3502,Steve Patterson,250.57142857142858,81.0
3503,Steve Scheffler,39.111111111111114,39.0
3504,Steve Sheppard,114.75,64.0
3505,Steve Smith,836.0555555555555,82.0
3506,Steve Stipanovich,1064.6,82.0
3507,Steven Adams,585.75,81.0
3508,Steven Hill,2.0,1.0
3509,Steven Hunter,227.125,76.0
3510,Steven Smith,5.0,8.0
3511,Stevin Smith,14.0,8.0
3512,Stewart Granger,105.33333333333333,56.0
3513,Stojko Vrankovic,94.6,65.0
3514,Stromile Swift,383.61538461538464,80.0
3515,Stu Lantz,743.0,82.0
3516,Stuart Gray,113.55555555555556,74.0
3517,Sun Yue,6.0,10.0
3518,Sundiata Gaines,103.16666666666667,57.0
3519,Swede Halbrook,393.0,79.0
3520,Swen Nater,742.875,82.0
3521,Sylvester Gray,440.0,55.0
3522,Sylvester Norris,40.0,17.0
3523,T.J. Ford,599.625,75.0
3524,T.J. McConnell,524.5,81.0
3525,T.J. Warren,570.3333333333334,66.0
3526,T.R. Dunn,359.5,82.0
3527,Taj Gibson,633.3,82.0
3528,Tal Skinner,330.0,73.0
3529,Tamar Slay,57.666666666666664,36.0
3530,Tang Hamilton,20.0,9.0
3531,Tarence Kinsey,170.33333333333334,50.0
3532,Tarik Black,254.8,67.0
3533,Tariq Abdul-Wahad,266.2,61.0
3534,Tate Armstrong,175.0,66.0
3535,Tate George,184.0,70.0
3536,Taurean Green,18.0,17.0
3537,Taurean Waller-Prince,335.0,59.0
3538,Taylor Griffin,10.0,8.0
3539,Tayshaun Prince,660.9473684210526,82.0
3540,Ted Luckenbill,98.0,67.0
3541,Ted Manakas,12.0,5.0
3542,Ted McClain,272.2,72.0
3543,Tellis Frank,342.0,78.0
3544,Terence Morris,157.33333333333334,68.0
3545,Terence Stansbury,400.0,74.0
3546,Terrance Roberson,0.0,3.0
3547,Terrel Harris,27.5,22.0
3548,Terrell Brandon,807.3076923076923,82.0
3549,Terrence Jones,430.42857142857144,76.0
3550,Terrence Rencher,70.66666666666667,36.0
3551,Terrence Ross,655.5714285714286,82.0
3552,Terrence Williams,175.5,78.0
3553,Terry Catledge,815.0,79.0
3554,Terry Crosby,6.0,4.0
3555,Terry Cummings,996.35,82.0
3556,Terry Davis,306.1,75.0
3557,Terry Dehere,414.75,82.0
3558,Terry Dischinger,1001.3333333333334,80.0
3559,Terry Dozier,22.0,9.0
3560,Terry Driscoll,191.14285714285714,69.0
3561,Terry Duerod,201.33333333333334,67.0
3562,Terry Furlow,568.0,78.0
3563,Terry Mills,576.1538461538462,82.0
3564,Terry Porter,916.8235294117648,82.0
3565,Terry Rozier,241.0,74.0
3566,Terry Teagle,627.4615384615385,82.0
3567,Terry Thomas,77.0,28.0
3568,Terry Tyler,806.1818181818181,82.0
3569,Tex Ritter,226.0,62.0
3570,Thabo Sefolosha,368.38461538461536,82.0
3571,Thaddeus Young,928.0,82.0
3572,Thales McReynolds,3.0,5.0
3573,Thanasis Antetokounmpo,6.0,2.0
3574,Tharon Mayes,66.0,24.0
3575,Theo Ratliff,315.7916666666667,85.0
3576,Theron Smith,74.5,33.0
3577,Thomas Gardner,22.5,16.0
3578,Thomas Hamilton,53.5,22.0
3579,Thomas Jordan,44.0,4.0
3580,Thomas Robinson,241.0,71.0
3581,Thon Maker,226.0,57.0
3582,Thurl Bailey,913.2142857142857,84.0
3583,Tiago Splitter,402.2857142857143,81.0
3584,Tibor Pleiss,24.0,12.0
3585,Ticky Burden,174.5,61.0
3586,Tierre Brown,131.75,76.0
3587,Tim Bassett,237.33333333333334,82.0
3588,Tim Breaux,99.66666666666667,54.0
3589,Tim Duncan,1394.5263157894738,82.0
3590,Tim Frazier,157.14285714285714,65.0
3591,Tim Hardaway,968.5238095238095,82.0
3592,Tim James,22.666666666666668,30.0
3593,Tim Kempton,108.5,79.0
3594,Tim Legler,205.91666666666666,79.0
3595,Tim McCormick,487.1,81.0
3596,Tim Ohlbrecht,3.0,3.0
3597,Tim Perry,335.4,81.0
3598,Tim Quarterman,31.0,16.0
3599,Tim Thomas,528.5,80.0
3600,Tim Young,54.0,25.0
3601,Timofey Mozgov,353.54545454545456,82.0
3602,Timothe Luwawu-Cabarrot,445.0,69.0
3603,Tiny Archibald*,1267.7692307692307,82.0
3604,Tito Horford,31.0,35.0
3605,Tito Maddox,11.0,9.0
3606,Tobias Harris,702.4,82.0
3607,Toby Bailey,120.5,46.0
3608,Toby Kimball,385.55555555555554,81.0
3609,Toby Knight,910.0,82.0
3610,Tod Murphy,152.0,82.0
3611,Todd Day,683.9,82.0
3612,Todd Fuller,167.0,75.0
3613,Todd Lichti,241.0,79.0
3614,Todd MacCulloch,342.25,63.0
3615,Todd Mitchell,82.0,24.0
3616,Todd Mundt,24.666666666666668,33.0
3617,Togo Palazzi,367.25,71.0
3618,Tom Abernethy,263.14285714285717,73.0
3619,Tom Barker,160.4,59.0
3620,Tom Black,199.33333333333334,71.0
3621,Tom Boerwinkle,459.6,82.0
3622,Tom Boswell,465.5,79.0
3623,Tom Brennan,10.0,11.0
3624,Tom Burleson,598.5714285714286,82.0
3625,Tom Chambers,1253.0625,82.0
3626,Tom Copa,48.0,33.0
3627,Tom Garrick,213.71428571428572,73.0
3628,Tom Gola*,730.5833333333334,77.0
3629,Tom Gugliotta,563.55,81.0
3630,Tom Hammonds,276.07142857142856,81.0
3631,Tom Hawkins,667.2,79.0
3632,Tom Heinsohn*,1354.888888888889,79.0
3633,Tom Henderson,642.0909090909091,87.0
3634,Tom Hoover,116.66666666666667,59.0
3635,Tom Hovasse,0.0,2.0
3636,Tom Ingelsby,129.0,48.0
3637,Tom Kozelko,135.66666666666666,73.0
3638,Tom Kropp,96.5,53.0
3639,Tom LaGarde,396.0,82.0
3640,Tom Marshall,184.0,72.0
3641,Tom McMillen,504.46153846153845,82.0
3642,Tom Meschery,990.4,82.0
3643,Tom Owens,801.7142857142857,82.0
3644,Tom Patterson,28.0,23.0
3645,Tom Payne,119.0,29.0
3646,Tom Piotrowski,30.0,18.0
3647,Tom Riker,75.0,51.0
3648,Tom Sanders*,674.3076923076923,82.0
3649,Tom Scheffler,52.0,39.0
3650,Tom Sewell,20.0,21.0
3651,Tom Sluby,73.0,31.0
3652,Tom Stith,77.0,25.0
3653,Tom Thacker,180.25,65.0
3654,Tom Tolbert,290.0,72.0
3655,Tom Van,971.6666666666666,82.0
3656,Tom Workman,33.0,21.0
3657,Tomas Satoransky,154.0,57.0
3658,Tommie Green,232.0,59.0
3659,Tommy Byrnes,152.2,53.0
3660,Tommy Kearns,2.0,1.0
3661,Tommy Kron,397.6666666666667,76.0
3662,Tommy O'Keefe,15.333333333333334,6.0
3663,Toney Douglas,312.0833333333333,81.0
3664,Toni Kukoc,668.2941176470588,81.0
3665,Tony Allen,503.9230769230769,79.0
3666,Tony Battie,343.125,82.0
3667,Tony Bennett,179.33333333333334,75.0
3668,Tony Bobbitt,5.0,2.0
3669,Tony Brown,203.46153846153845,82.0
3670,Tony Campbell,657.6153846153846,82.0
3671,Tony Dawson,8.5,4.0
3672,Tony Delk,407.3125,82.0
3673,Tony Dumas,204.33333333333334,67.0
3674,Tony Farmer,266.0,74.0
3675,Tony Fuller,60.0,15.0
3676,Tony Harris,22.666666666666668,6.0
3677,Tony Jackson,2.0,2.0
3678,Tony Jaros,240.5,63.0
3679,Tony Lavelli,295.5,56.0
3680,Tony Massenburg,252.94736842105263,80.0
3681,Tony Mitchell,14.0,21.0
3682,Tony Parker,1157.625,82.0
3683,Tony Price,4.0,5.0
3684,Tony Robertson,204.5,63.0
3685,Tony Smith,254.72727272727272,73.0
3686,Tony Snell,450.5,80.0
3687,Tony White,130.5,49.0
3688,Tony Windis,36.0,9.0
3689,Tony Wroten,401.0,72.0
3690,Tony Zeno,14.0,8.0
3691,Torgeir Bryn,4.0,3.0
3692,Tornike Shengelia,22.0,26.0
3693,Torraye Braggs,21.5,15.0
3694,Toure' Murry,38.0,51.0
3695,Tracy Jackson,178.0,78.0
3696,Tracy McGrady,1095.6470588235295,79.0
3697,Tracy Moore,166.6,42.0
3698,Tracy Murray,403.625,82.0
3699,Trajan Langdon,215.66666666666666,65.0
3700,Travis Best,496.4166666666667,82.0
3701,Travis Diener,122.85714285714286,66.0
3702,Travis Grant,64.0,33.0
3703,Travis Hansen,123.0,41.0
3704,Travis Knight,182.28571428571428,74.0
3705,Travis Leslie,14.0,10.0
3706,Travis Mays,424.3333333333333,64.0
3707,Travis Outlaw,429.38461538461536,82.0
3708,Travis Wear,199.0,51.0
3709,Travis Williams,75.5,39.0
3710,Tree Rollins,347.1666666666667,82.0
3711,Tremaine Fowlkes,75.25,37.0
3712,Trent Tucker,566.9090909090909,81.0
3713,Trenton Hassell,351.27272727272725,82.0
3714,Treveon Graham,57.0,27.0
3715,Trevor Ariza,564.8823529411765,82.0
3716,Trevor Booker,464.42857142857144,79.0
3717,Trevor Ruffin,505.5,61.0
3718,Trevor Wilson,176.16666666666666,57.0
3719,Trevor Winter,0.0,1.0
3720,Trey Burke,708.0,76.0
3721,Trey Gilder,2.0,2.0
3722,Trey Johnson,18.6,11.0
3723,Trey Lyles,464.0,80.0
3724,Trey Thompkins,57.0,24.0
3725,Tristan Thompson,729.6666666666666,82.0
3726,Troy Bell,11.0,6.0
3727,Troy Daniels,169.57142857142858,67.0
3728,Troy Hudson,421.54545454545456,81.0
3729,Troy Murphy,541.6875,82.0
3730,Troy Williams,123.33333333333333,30.0
3731,Truck Robinson,993.7333333333333,82.0
3732,Ty Lawson,735.0,80.0
3733,Tyler Ennis,129.14285714285714,53.0
3734,Tyler Hansbrough,411.57142857142856,81.0
3735,Tyler Honeycutt,14.0,15.0
3736,Tyler Johnson,502.0,73.0
3737,Tyler Ulis,444.0,61.0
3738,Tyler Zeller,476.8,82.0
3739,Tyreke Evans,804.2,79.0
3740,Tyrone Britt,28.0,11.0
3741,Tyrone Corbin,499.5,84.0
3742,Tyrone Hill,453.8333333333333,82.0
3743,Tyrone Nesby,490.5,73.0
3744,Tyronn Lue,351.1764705882353,76.0
3745,Tyrus Thomas,360.1,79.0
3746,Tyshawn Taylor,87.0,38.0
3747,Tyson Chandler,562.625,80.0
3748,Tyson Wheeler,4.0,1.0
3749,Tyus Edney,432.0,80.0
3750,Tyus Jones,182.5,60.0
3751,Udonis Haslem,462.7142857142857,81.0
3752,Uros Slokar,38.0,20.0
3753,Uwe Blab,86.14285714285714,73.0
3754,Vander Blue,13.5,3.0
3755,Vassilis Spanoulis,85.0,31.0
3756,Vern Fleming,843.75,82.0
3757,Vern Gardner,446.3333333333333,63.0
3758,Vern Hatton,269.8333333333333,67.0
3759,Vern Mikkelsen*,1006.3,72.0
3760,Vernon Macklin,46.0,23.0
3761,Vernon Maxwell,637.7894736842105,82.0
3762,Vester Marshall,17.0,13.0
3763,Viacheslav Kravtsov,48.5,25.0
3764,Vic Bartolome,34.0,38.0
3765,Victor Alexander,508.4,80.0
3766,Victor Claver,86.0,49.0
3767,Victor Oladipo,1154.5,80.0
3768,Viktor Khryapa,160.75,69.0
3769,Vin Baker,729.7058823529412,82.0
3770,Vince Boryla,637.4,66.0
3771,Vince Carter,1194.0434782608695,82.0
3772,Vince Taylor,95.0,31.0
3773,Vincent Askew,282.92857142857144,80.0
3774,Vincent Yarbrough,406.0,59.0
3775,Vincenzo Esposito,116.0,30.0
3776,Vinnie Johnson,824.6,82.0
3777,Vinny Del,520.8571428571429,82.0
3778,Vitaly Potapenko,305.2,82.0
3779,Vitor Faverani,164.0,37.0
3780,Vlade Divac,837.375,82.0
3781,Vladimir Radmanovic,412.77777777777777,78.0
3782,Vladimir Stepania,186.33333333333334,79.0
3783,Voise Winters,6.0,4.0
3784,Von Wafer,137.5,63.0
3785,Vonteego Cummings,460.3333333333333,75.0
3786,Voshon Lenard,533.5384615384615,81.0
3787,Wade Baldwin,106.0,33.0
3788,Wah Wah,476.0,60.0
3789,Wali Jones,516.25,81.0
3790,Walker Russell,78.28571428571429,68.0
3791,Wallace Bryant,72.8,56.0
3792,Wally Anderzunas,159.0,44.0
3793,Wally Osterkorn,359.0,70.0
3794,Wally Rank,55.0,25.0
3795,Wally Szczerbiak,815.8571428571429,82.0
3796,Wally Walker,445.1,82.0
3797,Walt Bellamy*,1260.25,88.0
3798,Walt Budko,448.3333333333333,66.0
3799,Walt Davis,255.57142857142858,70.0
3800,Walt Frazier*,1198.5384615384614,80.0
3801,Walt Gilmore,58.0,27.0
3802,Walt Hazzard,779.0,82.0
3803,Walt Kirk,202.25,58.0
3804,Walt Lautenbach,238.0,55.0
3805,Walt Wesley,377.2857142857143,82.0
3806,Walt Williams,665.8666666666667,77.0
3807,Walter Berry,641.7142857142857,73.0
3808,Walter Bond,196.0,74.0
3809,Walter Davis,1202.6470588235295,81.0
3810,Walter Dukes,720.625,77.0
3811,Walter Herrmann,194.4,59.0
3812,Walter Jordan,68.0,30.0
3813,Walter McCarty,276.3333333333333,82.0
3814,Walter Palmer,50.0,28.0
3815,Walter Sharpe,8.0,8.0
3816,Walter Tavares,25.0,11.0
3817,Wang Zhizhi,93.0,55.0
3818,Wardell Jackson,243.0,56.0
3819,Warren Kidd,247.0,68.0
3820,Warren Perkins,383.5,66.0
3821,Wayman Britt,9.0,7.0
3822,Wayman Tisdale,1018.5,81.0
3823,Wayne Cooper,555.5,81.0
3824,Wayne Ellington,448.3,78.0
3825,Wayne Embry*,943.6363636363636,80.0
3826,Wayne Englestad,28.0,11.0
3827,Wayne Hightower,442.0,79.0
3828,Wayne Kreklow,30.0,25.0
3829,Wayne Molis,45.0,13.0
3830,Wayne Radford,202.0,52.0
3831,Wayne Robinson,643.0,81.0
3832,Wayne Sappleton,96.0,33.0
3833,Wayne See,320.0,61.0
3834,Wayne Selden,47.333333333333336,14.0
3835,Wayne Simien,84.5,43.0
3836,Wayne Stevens,13.0,8.0
3837,Wayne Turner,4.0,3.0
3838,Wayne Yates,72.0,37.0
3839,Wes Matthews,367.7692307692308,79.0
3840,Wes Unseld*,817.2307692307693,82.0
3841,Wesley Cox,171.0,43.0
3842,Wesley Johnson,529.1428571428571,80.0
3843,Wesley Matthews,1032.125,82.0
3844,Wesley Person,549.625,82.0
3845,Whitey Bell,91.5,31.0
3846,Whitey Martin,227.0,66.0
3847,Whitey Skoog,466.6666666666667,72.0
3848,Whitey Von,208.66666666666666,59.0
3849,Wil Jones,789.0,80.0
3850,Wilbur Holland,940.0,82.0
3851,Wiley Peck,180.0,52.0
3852,Will Barton,464.7142857142857,82.0
3853,Will Blalock,25.0,14.0
3854,Will Bynum,365.125,65.0
3855,Will Cherry,15.0,8.0
3856,Will Conroy,1.4,7.0
3857,Will Frazier,1.0,2.0
3858,Will Perdue,287.6923076923077,80.0
3859,Will Solomon,211.75,62.0
3860,William Avery,126.33333333333333,59.0
3861,William Bedford,160.66666666666666,60.0
3862,William Cunningham,4.666666666666667,16.0
3863,William Smith,102.5,22.0
3864,Willie Anderson,683.0,82.0
3865,Willie Burton,405.375,76.0
3866,Willie Cauley-Stein,537.0,75.0
3867,Willie Green,504.9166666666667,81.0
3868,Willie Jones,403.2,79.0
3869,Willie McCarter,363.3333333333333,76.0
3870,Willie Naulls,923.5,79.0
3871,Willie Norwood,378.55555555555554,79.0
3872,Willie Reed,278.0,71.0
3873,Willie Smith,89.25,62.0
3874,Willie Somerset,45.0,8.0
3875,Willie Warren,37.0,19.0
3876,Willie White,151.0,43.0
3877,Willie Williams,15.333333333333334,25.0
3878,Willie Wise,308.5,75.0
3879,Willis Reed*,1218.3,82.0
3880,Willy Hernangomez,587.0,72.0
3881,Wilson Chandler,755.9090909090909,82.0
3882,Wilson Washington,240.0,62.0
3883,Wilt Chamberlain*,2122.0625,82.0
3884,Win Wilfong,456.5,72.0
3885,Winford Boynes,492.6666666666667,69.0
3886,Winston Bennett,168.6,55.0
3887,Winston Crite,43.5,29.0
3888,Winston Garland,597.0,79.0
3889,Woody Sauldsberry,641.0,77.0
3890,World B.,1313.2,78.0
3891,Worthy Patterson,7.0,4.0
3892,Xavier Henry,210.0,50.0
3893,Xavier McDaniel,1069.9285714285713,82.0
3894,Xavier Munford,80.0,14.0
3895,Xavier Silas,11.0,2.0
3896,Yakhouba Diawara,163.75,64.0
3897,Yao Ming*,1155.875,82.0
3898,Yaroslav Korolev,19.5,24.0
3899,Yi Jianlian,429.6,66.0
3900,Yinka Dare,58.25,58.0
3901,Yogi Ferrell,308.0,46.0
3902,York Larese,201.33333333333334,59.0
3903,Yuta Tabuse,7.0,4.0
3904,Yvon Joseph,2.0,1.0
3905,Zabian Dowdell,121.0,24.0
3906,Zach LaVine,939.0,82.0
3907,Zach Randolph,1042.3333333333333,81.0
3908,Zaid Abdul-Aziz,355.57142857142856,80.0
3909,Zan Tabak,192.5,67.0
3910,Zarko Cabarkapa,175.6,61.0
3911,Zarko Paspalj,72.0,28.0
3912,Zaza Pachulia,483.85714285714283,79.0
3913,Zeke Sinicola,6.5,9.0
3914,Zeke Zawoluk,403.3333333333333,71.0
3915,Zeljko Rebraca,195.28571428571428,74.0
3916,Zelmo Beaty*,1138.375,82.0
3917,Zendon Hamilton,76.375,54.0
3918,Zoran Dragic,18.666666666666668,16.0
3919,Zoran Planinic,187.0,56.0
3920,Zydrunas Ilgauskas,844.3076923076923,82.0
